城市,天气,最低气温,最高气温,日期
南通,多云,20,33,2017/6/1
扬州,多云转晴,20,35,2017/6/1
盐城,多云转晴,17,34,2017/6/1
徐州,多云转晴,22,35,2017/6/1
淮安,多云转晴,19,35,2017/6/1
常州,多云,22,34,2017/6/1
泰州,多云,21,35,2017/6/1
宿迁,多云,20,34,2017/6/1
武汉,多云,20,31,2017/6/1
襄阳,多云,22,33,2017/6/1
鄂州,多云,22,31,2017/6/1
孝感,多云,21,33,2017/6/1
黄冈,多云,22,31,2017/6/1
黄石,多云,21,33,2017/6/1
咸宁,阵雨转多云,20,30,2017/6/1
荆州,阵雨转多云,21,30,2017/6/1
宜昌,阴转多云,21,29,2017/6/1
恩施,多云,19,29,2017/6/1
十堰,多云,21,35,2017/6/1
神农架,多云,18,30,2017/6/1
随州,多云,20,33,2017/6/1
荆门,多云,21,30,2017/6/1
天门,多云,21,31,2017/6/1
仙桃,多云,22,30,2017/6/1
杭州,阵雨转阴,21,28,2017/6/1
湖州,小雨转多云,22,29,2017/6/1
嘉兴,阵雨转多云,22,29,2017/6/1
宁波,阵雨转阴,22,28,2017/6/1
越城,小雨转阴,24,29,2017/6/1
台州,中雨转小雨,22,25,2017/6/1
温州,大雨转阵雨,22,26,2017/6/1
丽水,中雨转阵雨,21,27,2017/6/1
金华,阵雨,22,27,2017/6/1
衢州,中雨转阴,21,25,2017/6/1
舟山,阵雨转多云,21,27,2017/6/1
合肥,多云转晴,24,35,2017/6/1
蚌埠,多云转晴,23,36,2017/6/1
芜湖,雷阵雨转多云,24,32,2017/6/1
淮南,多云转晴,23,35,2017/6/1
马鞍山,雷阵雨转多云,23,33,2017/6/1
安庆,雷阵雨转多云,23,31,2017/6/1
宿州,多云转晴,23,37,2017/6/1
阜阳,多云转晴,22,35,2017/6/1
亳州,晴,23,36,2017/6/1
黄山,中雨转多云,21,28,2017/6/1
滁州,多云转晴,22,35,2017/6/1
淮北,晴,22,36,2017/6/1
铜陵,雷阵雨转多云,23,31,2017/6/1
宣城,雷阵雨转多云,22,31,2017/6/1
六安,多云转晴,24,35,2017/6/1
巢湖,多云,24,33,2017/6/1
池州,雷阵雨转多云,23,31,2017/6/1
福州,小雨转大雨,23,31,2017/6/1
厦门,阴转中雨,25,31,2017/6/1
宁德,中雨转暴雨,22,28,2017/6/1
莆田,阵雨转暴雨,23,31,2017/6/1
泉州,雷阵雨转中雨,26,31,2017/6/1
漳州,雷阵雨转小雨,26,34,2017/6/1
龙岩,小雨转大雨,24,31,2017/6/1
三明,中雨转暴雨,22,30,2017/6/1
南平,大雨转暴雨,23,29,2017/6/1
南昌,大雨转阴,22,24,2017/6/1
九江,阵雨转阴,21,25,2017/6/1
上饶,大雨转小雨,21,24,2017/6/1
抚州,暴雨转小雨,21,24,2017/6/1
宜春,暴雨转阵雨,20,23,2017/6/1
吉安,大雨转中雨,22,27,2017/6/1
赣州,中雨,23,32,2017/6/1
景德镇,小雨转阴,22,26,2017/6/1
萍乡,暴雨转小雨,20,25,2017/6/1
新余,暴雨转小雨,20,23,2017/6/1
鹰潭,暴雨转小雨,23,24,2017/6/1
长沙,大雨转多云,20,25,2017/6/1
湘潭,暴雨转多云,20,23,2017/6/1
株洲,暴雨转阴,20,23,2017/6/1
衡阳,大雨转小雨,21,27,2017/6/1
郴州,中雨,22,30,2017/6/1
常德,中雨转多云,19,25,2017/6/1
赫山区,大雨转多云,20,24,2017/6/1
娄底,大雨转阴,19,22,2017/6/1
邵阳,大雨转多云,19,25,2017/6/1
岳阳,阴转多云,22,25,2017/6/1
张家界,阵雨转阴,18,26,2017/6/1
怀化,大雨转阴,18,25,2017/6/1
永州,中雨转小雨,21,30,2017/6/1
吉首,小雨转阴,16,26,2017/6/1
贵阳,阴,18,26,2017/6/1
遵义,阴,18,25,2017/6/1
安顺,阵雨转雷阵雨,17,25,2017/6/1
都匀,阵雨,18,27,2017/6/1
凯里,阵雨转多云,18,25,2017/6/1
铜仁,阵雨转多云,18,25,2017/6/1
毕节,阴,16,24,2017/6/1
水城,雷阵雨,15,25,2017/6/1
兴义,雷阵雨,21,31,2017/6/1
成都,小雨,20,30,2017/6/1
攀枝花,小雨转多云,23,29,2017/6/1
自贡,阴,22,27,2017/6/1
绵阳,多云,21,29,2017/6/1
南充,多云,22,29,2017/6/1
达州,多云,22,28,2017/6/1
遂宁,多云转阴,20,30,2017/6/1
广安,多云,19,27,2017/6/1
巴中,多云,21,29,2017/6/1
泸州,小雨转阴,20,28,2017/6/1
宜宾,小雨,22,27,2017/6/1
内江,多云转阴,19,27,2017/6/1
资阳,多云转阴,21,28,2017/6/1
乐山,小雨,19,27,2017/6/1
眉山,小雨,21,28,2017/6/1
凉山,小雨,16,27,2017/6/1
雅安,小雨,20,24,2017/6/1
甘孜,小雨,8,22,2017/6/1
哈姆伦,多云转阴到多云间晴,,17,2017/6/1
马尔吉兰,晴转晴间多云,,19,2017/6/1
阿坝,大雨转小雨,5,12,2017/6/1
德阳,小雨转多云,20,30,2017/6/1
广元,多云,19,30,2017/6/1
广州,雷阵雨转大雨,26,33,2017/6/1
韶关,阵雨转大雨,22,32,2017/6/1
惠州,阵雨转中雨,26,31,2017/6/1
梅州,阵雨转中雨,26,32,2017/6/1
汕头,雷阵雨转阵雨,26,32,2017/6/1
深圳,阵雨,26,31,2017/6/1
珠海,多云,27,32,2017/6/1
罗斯托夫,阴,5,,2017/6/1
圣地牙哥,一场阵雨或雷雨,,21,2017/6/1
旺杜波德朗,几场阵雨和雷雨,,18,2017/6/1
顺德,阵雨转中雨,26,34,2017/6/1
肇庆,阵雨,25,32,2017/6/1
湛江,多云转阴,26,33,2017/6/1
江门,多云,26,33,2017/6/1
河源,雷阵雨转大雨,26,32,2017/6/1
清远,雷阵雨转中雨,25,32,2017/6/1
云浮,多云转阴,26,35,2017/6/1
潮州,阵雨,24,31,2017/6/1
东莞,雷阵雨,26,32,2017/6/1
中山,多云,27,33,2017/6/1
宁蒗,多云,13,,2017/6/1
阳江,阵雨转多云,27,32,2017/6/1
揭阳,雷阵雨,25,31,2017/6/1
茂名,多云,26,33,2017/6/1
汕尾,阵雨转大雨,26,30,2017/6/1
昆明,多云,17,27,2017/6/1
大理,小雨转阵雨,16,25,2017/6/1
红河,小雨转多云,23,34,2017/6/1
曲靖,多云转小雨,16,28,2017/6/1
保山,中雨转阵雨,18,24,2017/6/1
文山,小雨,20,32,2017/6/1
乌列盖,云量增加,,4,2017/6/1
玉溪,多云,17,28,2017/6/1
楚雄,多云,18,27,2017/6/1
普洱,小雨转阵雨,19,29,2017/6/1
昭通,阵雨转多云,15,19,2017/6/1
临沧,小雨转阵雨,18,27,2017/6/1
怒江,中雨转阵雨,21,30,2017/6/1
香格里拉,小雨转阵雨,10,17,2017/6/1
丽江,小雨转阵雨,15,22,2017/6/1
德宏,中雨,21,28,2017/6/1
景洪,小雨转多云,23,35,2017/6/1
贾拉拉巴德,晴,,16,2017/6/1
耶烈万机场,多云,18,32,2017/6/1
瓦纳佐尔,多云,16,28,2017/6/1
伊杰万,多云,19,30,2017/6/1
嘉瓦,多云,11,21,2017/6/1
南宁,多云转阵雨,25,35,2017/6/1
崇左,晴转阵雨,26,37,2017/6/1
柳州,阵雨转中雨,24,33,2017/6/1
来宾,阵雨转大雨,24,34,2017/6/1
桂林,中雨,22,30,2017/6/1
梧州,阵雨转大雨,25,32,2017/6/1
贺州,阵雨转暴雨,23,31,2017/6/1
贵港,多云转中雨,26,34,2017/6/1
玉林,多云转大雨,26,33,2017/6/1
百色,多云转中雨,25,37,2017/6/1
卡拉科尔,多云转阴到多云间晴,,6,2017/6/1
通萨,降雨逐渐停止，转为若干阵雨,,11,2017/6/1
钦州,多云转中雨,26,33,2017/6/1
河池,雷阵雨转阵雨,24,35,2017/6/1
北海,多云,28,33,2017/6/1
防城港,多云,28,32,2017/6/1
海口,多云,27,35,2017/6/1
香港,阵雨转小雨,26,32,2017/6/1
澳门,多云,27,32,2017/6/1
高雄,大雨,28,31,2017/6/1
台中,中雨转大雨,26,31,2017/6/1
绍尔哈,多云,12,20,2017/6/1
法坦,多云,13,24,2017/6/1
阿什塔拉克,多云,18,31,2017/6/1
阿塔沙特,多云,19,28,2017/6/1
阿尔马维尔,多云,19,31,2017/6/1
阿雷尼,多云,21,33,2017/6/1
阿勒山,多云,22,28,2017/6/1
安伯,多云,13,26,2017/6/1
阿马西亚,多云,11,23,2017/6/1
三亚,多云,29,33,2017/6/1
九寨沟,小雨转多云,14,26,2017/6/1
吕梁,晴,18,33,2017/6/1
佛山,阵雨转大雨,25,34,2017/6/1
帕罗,雨，有毛毛雨,,10,2017/6/1
普那卡宗,零星有雨和毛毛雨,,16,2017/6/1
奥什,晴,,15,2017/6/1
纳沃伊,多云转阴,,17,2017/6/1
马雷,晴,,22,2017/6/1
奇尔奇克,晴,,13,2017/6/1
土库曼纳巴德,逐渐晴朗,,21,2017/6/1
安集延,晴,,18,2017/6/1
古利斯坦,多云转阴,,18,2017/6/1
安格连,晴间多云,,12,2017/6/1
塔卢坎,晴,,16,2017/6/1
卡尔希,逐渐晴朗,,17,2017/6/1
阿萨达巴德,晴,,19,2017/6/1
拉什卡尔加,晴,,25,2017/6/1
迈马纳,晴,,18,2017/6/1
马扎里沙里夫,晴,,24,2017/6/1
瑙堡,晴,,18,2017/6/1
艾巴克,晴,,15,2017/6/1
博巴森,多云转阴,,20,2017/6/1
路易港,多云转阴,,20,2017/6/1
居尔皮普,多云转阴,,20,2017/6/1
苏亚克,一至两场短时阵雨,,22,2017/6/1
希比尔甘,晴,,23,2017/6/1
弗拉克中心村,几场阵雨,,23,2017/6/1
阿赫苏,过境雷雨,,13,2017/6/1
阿格斯塔法,可能有阵雨,,14,2017/6/1
盖贝莱,阵雨,,8,2017/6/1
汉拉尔,可能有阵雨,,12,2017/6/1
舍基,多云转阴到多云间晴,,10,2017/6/1
贝拉甘,可能有阵雨,,17,2017/6/1
阿格达什,几场阵雨和雷雨,,15,2017/6/1
戈兰博伊,可能有阵雨,,17,2017/6/1
马萨雷,多云转阴到多云间晴,,17,2017/6/1
库巴特雷,可能有阵雨,,10,2017/6/1
霍贾文德,可能有阵雨,,15,2017/6/1
库巴,多云转阴,,12,2017/6/1
迪维奇,多云转阴到多云间晴,,18,2017/6/1
杰布拉伊尔,可能有阵雨,,12,2017/6/1
巴拉肯,多云转阴到多云间晴,,9,2017/6/1
伊斯梅尔雷,几场雷雨,,11,2017/6/1
伊米什利,可能有阵雨,,18,2017/6/1
朱利法,可能有阵雨,,11,2017/6/1
卡希,一场阵雨或雷雨,,7,2017/6/1
沙赫布兹,可能有阵雨,,7,2017/6/1
萨特雷,几场雷雨,,18,2017/6/1
哈萨克,可能有阵雨,,14,2017/6/1
克尔巴贾尔,可能有阵雨,,4,2017/6/1
锡阿赞,多云转阴到多云间晴,,15,2017/6/1
卡齐穆罕默德,几场雷雨,,18,2017/6/1
扎卡塔雷,可能有阵雨,,10,2017/6/1
戈布斯坦区,几场雷雨,,13,2017/6/1
亚尔德姆雷,几场阵雨和雷雨,,9,2017/6/1
泰尔泰尔,可能有阵雨,,17,2017/6/1
希尔万,几场雷雨,,18,2017/6/1
库萨雷,多云转阴,,12,2017/6/1
加萨,晴转晴间多云,,21,2017/6/1
达霍克,多云转阴,,15,2017/6/1
东部省卡拉达,晴,,21,2017/6/1
拿撒勒,晴间多云,,16,2017/6/1
阿尔贝拉,晴,,17,2017/6/1
马基奴,晴,,20,2017/6/1
杰拉什,晴间多云,,15,2017/6/1
米底巴,晴,,13,2017/6/1
埃里加博,晴,,17,2017/6/1
马赫穆迪亚,晴,,20,2017/6/1
苏莱曼尼亚,晴,,11,2017/6/1
扎尔卡,晴,,15,2017/6/1
阿什多德,多云转阴,,19,2017/6/1
伯利恒,晴间多云,,15,2017/6/1
卡济迈因,晴,,21,2017/6/1
萨迈拉,晴,,22,2017/6/1
卡拉克,晴,,15,2017/6/1
贝特雁,多云转阴,,19,2017/6/1
古韦里耶,晴,,30,2017/6/1
巴尔代雷,多云,27,,2017/6/1
埃迪内茨,多云转阴到多云间晴,,9,2017/6/1
沃克拉,晴,,31,2017/6/1
伯尔兹,多云转阴到多云间晴,,11,2017/6/1
哈塞克,多云转阴,,17,2017/6/1
代尔祖尔,多云转阴,,21,2017/6/1
德拉,多云转阴,,17,2017/6/1
沃尔拜,晴,,26,2017/6/1
阿迪克伊赫,晴,,8,2017/6/1
卡胡尔,多云转阴到多云间晴,,16,2017/6/1
阿勒颇,多云转阴,,17,2017/6/1
奥尔海伊,多云转阴到多云间晴,,11,2017/6/1
巴伦图,晴,,21,2017/6/1
迈舍拉,多云转阴,,9,2017/6/1
哈瓦利,晴,,28,2017/6/1
苏韦达,多云转阴,,13,2017/6/1
阿科达特,晴,,26,2017/6/1
索罗卡,多云转阴到多云间晴,,10,2017/6/1
门德费拉,晴,,15,2017/6/1
温格内,晴转晴间多云,,13,2017/6/1
费尔瓦尼耶,晴,,28,2017/6/1
鲁姆,晴,,28,2017/6/1
苏拜赫,晴,,26,2017/6/1
舒艾拜港,晴,,28,2017/6/1
瑟纳费,晴,,13,2017/6/1
特瑟内,晴间多云,,27,2017/6/1
克伦,晴,,21,2017/6/1
巴延,晴,,28,2017/6/1
曼卡夫,晴,,28,2017/6/1
纳克法,晴,,18,2017/6/1
祖拉,晴,,28,2017/6/1
希兰,晴,,28,2017/6/1
基希讷乌,晴,,12,2017/6/1
乌赫塔,中雨,7,,2017/6/1
汤斯维尔,阴,19,,2017/6/1
米苏拉,阴,19,,2017/6/1
法扎巴德,晴,15,,2017/6/1
加兹阿巴德,多云,22,,2017/6/1
霍斯特,多云,19,,2017/6/1
达什卡桑,阴,7,,2017/6/1
乌兰固木,阴,11,,2017/6/1
加慈尼,多云,12,,2017/6/1
拉格曼,多云,20,,2017/6/1
大分,多云,19,,2017/6/1
神户,小雨,19,,2017/6/1
沃尔库塔,阴,0,,2017/6/1
阿斯塔拉,多云,18,,2017/6/1
达沃滋,晴,13,,2017/6/1
贝拉,晴,16,,2017/6/1
扎门乌德,多云,12,,2017/6/1
安德胡伊,晴,20,,2017/6/1
巴格兰农场,晴,19,,2017/6/1
巴米扬,多云,10,,2017/6/1
海拉顿,晴,20,,2017/6/1
赫拉特,多云,23,,2017/6/1
昆都士,晴,19,,2017/6/1
洛加尔省,多云,13,,2017/6/1
哈迪塔,晴,22,,2017/6/1
赤塔,阴,6,,2017/6/1
阿斯旺,晴,26,,2017/6/1
阿普拉惠,云量增加,,23,2017/6/1
古晋,小雨,23,,2017/6/1
巴尔米拉,晴,15,,2017/6/1
巴瑟斯特,晴,-2,,2017/6/1
西昌,小雨,16,,2017/6/1
巴尔达,阴,18,,2017/6/1
叶夫拉赫,阴,18,,2017/6/1
凯达贝克,阴,8,,2017/6/1
北沙浪,多云,4,,2017/6/1
盖奥克恰伊,小雨,16,,2017/6/1
布拉茨克,多云,4,,2017/6/1
加德兹,多云,12,,2017/6/1
辛丹德,晴,15,,2017/6/1
拉钦,小雨,11,,2017/6/1
伊什卡希姆,晴,7,,2017/6/1
提林库特,晴,14,,2017/6/1
霍罗格,晴,10,,2017/6/1
扎兰季,晴,21,,2017/6/1
库利亚布,晴,16,,2017/6/1
曼提,晴,4,,2017/6/1
萨罗比,多云,18,,2017/6/1
南沙浪,多云,5,,2017/6/1
艾因西莱姆,多云转阴到多云间晴,,17,2017/6/1
保拉,多云转阴到多云间晴,,17,2017/6/1
梅利哈,多云转阴到多云间晴,,17,2017/6/1
马尔萨,多云转阴到多云间晴,,17,2017/6/1
阿塔尔德,多云转阴到多云间晴,,17,2017/6/1
纳沙尔,多云转阴到多云间晴,,17,2017/6/1
马尔萨什洛克,多云转阴到多云间晴,,17,2017/6/1
瓦科,多云,19,,2017/6/1
克拉克,阴,24,,2017/6/1
长白山,多云,4,,2017/6/1
占贾,阴,16,,2017/6/1
杰姆克,多云,4,,2017/6/1
列里克,小雨,11,,2017/6/1
涅夫捷恰拉,多云,19,,2017/6/1
库尔干秋别,晴,19,,2017/6/1
沙里院,晴,11,,2017/6/1
加拉,多云转阴到多云间晴,,17,2017/6/1
利亚,多云转阴到多云间晴,,17,2017/6/1
基尔科普,多云转阴,,17,2017/6/1
凯尔切姆,多云转阴到多云间晴,,17,2017/6/1
森格莱阿,多云转阴到多云间晴,,17,2017/6/1
弗古拉,多云转阴到多云间晴,,17,2017/6/1
圣朱利安斯,多云转阴到多云间晴,,17,2017/6/1
圣劳伦斯,多云转阴到多云间晴,,17,2017/6/1
瓦莱塔,多云转阴到多云间晴,,17,2017/6/1
卢加,多云转阴,,17,2017/6/1
扎巴尔,多云转阴到多云间晴,,17,2017/6/1
布雷斯特,多云,10,,2017/6/1
连科兰,多云,18,,2017/6/1
康斯坦丁,多云,15,,2017/6/1
岘港,多云,27,,2017/6/1
瓦瓦乌,多云,26,,2017/6/1
比利亚苏瓦尔,多云,19,,2017/6/1
丘尔达米尔,阴,17,,2017/6/1
明盖恰乌尔,阴,18,,2017/6/1
纳夫塔兰,阴,17,,2017/6/1
萨利亚纳,阴,19,,2017/6/1
沙姆基尔,多云,15,,2017/6/1
金浦,晴,13,,2017/6/1
古巴,多云,13,,2017/6/1
乌古斯,阴,12,,2017/6/1
沙鲁尔,多云,15,,2017/6/1
本吉肯特,多云,15,,2017/6/1
雷什特,多云,10,,2017/6/1
鲁雄,晴,9,,2017/6/1
恰赫恰兰,晴,8,,2017/6/1
姆迪纳,多云转阴到多云间晴,,16,2017/6/1
斯维吉,多云转阴到多云间晴,,17,2017/6/1
措卡,一场阵雨或雷雨,,16,2017/6/1
伊里格,一场阵雨或雷雨,,17,2017/6/1
扎布利亚克,阵雨或大雷雨,,8,2017/6/1
特里森贝格,一场阵雨或雷雨,,11,2017/6/1
克鲁帕尼,多云转阴,,15,2017/6/1
加里宁格勒,多云,11,,2017/6/1
华欣,多云,26,,2017/6/1
库努纳拉,多云,19,,2017/6/1
哈密尔顿岛,阴,20,,2017/6/1
吉隆坡,阴,25,,2017/6/1
富山,中雨,16,,2017/6/1
宫崎,阴,21,,2017/6/1
函馆,阴,18,,2017/6/1
梅县,中雨,26,,2017/6/1
新义州,阴,10,,2017/6/1
哈奇马斯,多云,19,,2017/6/1
梅格里,多云,17,,2017/6/1
奥尔杜巴德,多云,16,,2017/6/1
舒沙,小雨,10,,2017/6/1
元山,多云,11,,2017/6/1
新浦,阴,12,,2017/6/1
先锋,多云,10,,2017/6/1
古迪亚,多云转阴,,17,2017/6/1
祖里格,多云转阴,,17,2017/6/1
罗扎伊,多云转阴,,11,2017/6/1
格伦迪,多云转阴,,17,2017/6/1
桑纳特,多云转阴到多云间晴,,17,2017/6/1
凯瑟琳,多云,20,,2017/6/1
卡尔古利,阴,15,,2017/6/1
满洲里,晴,4,,2017/6/1
阳德,多云,7,,2017/6/1
三池渊,多云,5,,2017/6/1
纳希切万,多云,13,,2017/6/1
夏奇,多云,12,,2017/6/1
巴罗达,多云,33,,2017/6/1
龙渊,晴,16,,2017/6/1
平康,多云,8,,2017/6/1
丰山,阴,5,,2017/6/1
圭城,多云,9,,2017/6/1
布巴内斯瓦尔,阴,29,,2017/6/1
维托里奥萨,多云转阴到多云间晴,,17,2017/6/1
勒申,多云转阴,,11,2017/6/1
山海关,阴,18,,2017/6/1
弗洛里亚纳,多云转阴到多云间晴,,17,2017/6/1
瓦梅纳,阴,18,,2017/6/1
库雷萨雷,多云,7,,2017/6/1
库拉,多云转阴到多云间晴,,16,2017/6/1
霍尼亚拉,小雨,28,,2017/6/1
比尔基卡拉,多云转阴到多云间晴,,17,2017/6/1
塔洛岛,小雨,28,,2017/6/1
江界,多云,6,,2017/6/1
安州,多云,8,,2017/6/1
长津,多云,5,,2017/6/1
巴尔,多云转阴,,17,2017/6/1
科拉欣,晴间多云,13,27,2017/6/1
罗克汉普顿,阴,15,,2017/6/1
内夫谢希尔,多云,9,,2017/6/1
民都鲁,阴,23,,2017/6/1
马加丹,阴,4,,2017/6/1
兴宁,中雨,26,,2017/6/1
帕图斯,多云转阴,,13,2017/6/1
基拉基拉,小雨,26,,2017/6/1
茨尔文卡,多云转阴到多云间晴,,16,2017/6/1
斋福尔,晴,14,,2017/6/1
拉查拉克,多云转阴到多云间晴,,17,2017/6/1
贾拉拉巴德,多云,21,,2017/6/1
摩加迪沙,小雨,26,,2017/6/1
德维纳,晴,,13,2017/6/1
普雷尼亚斯,多云转阴,,11,2017/6/1
博拉马,晴,21,,2017/6/1
比利什特,多云转阴,,9,2017/6/1
博萨索,晴,35,,2017/6/1
戈里斯,小雨,8,,2017/6/1
拉巴特,多云转阴到多云间晴,,16,2017/6/1
苏姆盖特,多云,18,,2017/6/1
清津,多云,10,,2017/6/1
斯利马,多云转阴到多云间晴,,17,2017/6/1
沙夫尼克,多云转阴,,12,2017/6/1
阿达,一场阵雨或雷雨,,16,2017/6/1
泽布季,多云转阴到多云间晴,,17,2017/6/1
因吉亚,一场阵雨或雷雨,,17,2017/6/1
科斯皮夸,多云转阴到多云间晴,,17,2017/6/1
锡杰维,多云转阴到多云间晴,,17,2017/6/1
塔尔欣,多云转阴到多云间晴,,17,2017/6/1
圣韦内拉,多云转阴到多云间晴,,17,2017/6/1
森塔,一场阵雨或雷雨,,16,2017/6/1
旧帕佐瓦,一场阵雨或雷雨,,17,2017/6/1
沙巴茨,多云转阴到多云间晴,,17,2017/6/1
基金达,多云,16,,2017/6/1
霍恩岛,阴,26,,2017/6/1
喀山,多云,10,,2017/6/1
春蓬,多云,24,,2017/6/1
基永加,小雨,25,,2017/6/1
马杜赖,阴,27,,2017/6/1
朗勃拉邦,阴,23,,2017/6/1
阿拉木图,多云,17,,2017/6/1
千岁,小雨,15,,2017/6/1
大阪,小雨,18,,2017/6/1
孟买,小雨,28,,2017/6/1
亚喀巴,多云,21,,2017/6/1
斯梅德雷沃,多云转阴到多云间晴,,17,2017/6/1
瓦都兹,一场阵雨或雷雨,,11,2017/6/1
奥扎齐,多云转阴到多云间晴,,17,2017/6/1
富舍阿勒兹,多云转阴,,11,2017/6/1
诺维萨德,多云转阴到多云间晴,,18,2017/6/1
利格,多云转阴到多云间晴,,17,2017/6/1
布劳,晴,24,,2017/6/1
基斯马尤,多云,26,,2017/6/1
埃里加伏,晴,22,,2017/6/1
加勒卡约,多云,30,,2017/6/1
加尔多,晴,29,,2017/6/1
纳布兰,多云,20,,2017/6/1
海州,晴,14,,2017/6/1
巴尼亚科维利亚查,多云转阴到多云间晴,,16,2017/6/1
芝拉扎,小雨,25,,2017/6/1
勒克瑙,晴,27,,2017/6/1
阿纳帕,多云,17,,2017/6/1
默克莱,晴,18,,2017/6/1
维拉港,小雨,26,,2017/6/1
阿内蒂乌姆,阴,26,,2017/6/1
圣克鲁兹,中雨,27,,2017/6/1
亚伦,多云,30,,2017/6/1
卡巴拉,阴,12,,2017/6/1
萨比拉巴德,阴,18,,2017/6/1
金策,小雨,12,,2017/6/1
拉伊科瓦茨,多云转阴到多云间晴,,17,2017/6/1
科斯托拉茨,多云转阴到多云间晴,,17,2017/6/1
索科矿泉村,多云转阴到多云间晴,,15,2017/6/1
诺福克岛,多云,19,,2017/6/1
诺福克,多云,19,,2017/6/1
莫尔,一场阵雨或雷雨,,16,2017/6/1
小松,多云,19,,2017/6/1
广岛,多云,17,,2017/6/1
名古屋,小雨,17,,2017/6/1
福冈,多云,18,,2017/6/1
雅加达,阴,26,,2017/6/1
奥兰加巴德,小雨,28,,2017/6/1
新德里,多云,25,,2017/6/1
马萨瓦,晴,30,,2017/6/1
塔塔,阴,16,,2017/6/1
巴依拉马利,晴,22,,2017/6/1
涅比特达格,多云,17,,2017/6/1
中江,多云,4,,2017/6/1
克鲁亚,一场阵雨或雷雨,,14,2017/6/1
布尔奇察,多云转阴,,10,2017/6/1
卡尼扎,多云转阴到多云间晴,,15,2017/6/1
库切沃,一场阵雨或雷雨,,16,2017/6/1
暹粒,多云,26,,2017/6/1
德里,多云,28,,2017/6/1
本杰古尔,晴,23,,2017/6/1
琼海,多云,27,,2017/6/1
柏培拉,晴,33,,2017/6/1
拉斯阿诺得,晴,27,,2017/6/1
塔乌兹,阴,14,,2017/6/1
扎尔多布,阴,18,,2017/6/1
厄本特,多云,22,,2017/6/1
卡卡,多云,21,,2017/6/1
克尔基,晴,21,,2017/6/1
穆尔加布,晴,0,,2017/6/1
北阿什杜德,多云,18,,2017/6/1
迪夫亚卡,晴转晴间多云,,14,2017/6/1
阿沙格,多云转阴到多云间晴,,17,2017/6/1
波扎雷瓦茨,多云转阴到多云间晴,,17,2017/6/1
帕拉钦,多云转阴到多云间晴,,16,2017/6/1
普罗库普列,阵雨或大雷雨,,14,2017/6/1
斯维拉伊纳茨,多云转阴到多云间晴,,17,2017/6/1
普里波耶,多云转阴,,14,2017/6/1
稚内,小雨,6,,2017/6/1
阿格拉,晴,27,,2017/6/1
斯里巴加湾,大雨,25,,2017/6/1
恩多拉,多云,10,,2017/6/1
伊斯坦布尔,小雨,20,,2017/6/1
北帕默斯顿,多云,6,,2017/6/1
哈尔科夫,多云,11,,2017/6/1
哈尔格萨,晴,23,,2017/6/1
捷詹,多云,21,,2017/6/1
惠山,多云,5,,2017/6/1
咸兴,多云,9,,2017/6/1
熙川,多云,7,,2017/6/1
马夫拉克,多云,13,,2017/6/1
贝拉茨尔克瓦,多云转阴到多云间晴,,16,2017/6/1
班加罗尔,多云,22,,2017/6/1
奥比亚,多云,26,,2017/6/1
斯库斯休班,晴,28,,2017/6/1
富纳富提,多云,29,,2017/6/1
桑尼乌法,晴,17,,2017/6/1
恰尔尚加,多云,24,,2017/6/1
达什克霍夫兹,阴,22,,2017/6/1
加兹甘,晴,18,,2017/6/1
利斯莫尔,晴,12,,2017/6/1
伊斯克拉斯塔尔,多云,11,,2017/6/1
杜博萨雷,晴,13,,2017/6/1
伊兹梅尔,多云,17,,2017/6/1
麦克莱,多云,14,,2017/6/1
南浦,晴,12,,2017/6/1
耶路撒冷中央区,多云,14,,2017/6/1
马利奇,多云转阴,,9,2017/6/1
代斯波托瓦茨,多云转阴到多云间晴,,15,2017/6/1
内戈廷,一场阵雨或雷雨,,18,2017/6/1
安德里耶维察,多云转阴,,10,2017/6/1
克拉多沃,多云转阴到多云间晴,,16,2017/6/1
布拉采,多云转阴,,15,2017/6/1
安塔利亚,晴,20,,2017/6/1
巴甫洛达尔,多云,9,,2017/6/1
蒂拉斯波尔,晴,12,,2017/6/1
弗列什蒂,晴,13,,2017/6/1
尼科波尔,多云,14,,2017/6/1
维尔纽斯,阴,7,,2017/6/1
普莱恩珊瑚岛,多云,22,,2017/6/1
水丰,多云,9,,2017/6/1
